W_date,W_Temp_Max,W_Temp_Avg,W_Temp_Min,W_Max_wind,W_Avg_wind,W_Min_wind,W_Wind_Gust,W_Air_Pressure,W_Snow_Depth,W_Max_humid,W_Avg_humid,W_Min_humid,W_Max_Dp,W_Avg_dp,W_Min_Dp
2021-05-02,17.4,12.0,6.5,27.4,10.5,0.0,,1006.2,,87.0,70.0,48.0,7.8,5.4,2.8
2021-05-03,12.8,10.5,8.1,45.1,28.6,9.7,45.0,1007.8,,93.0,86.8,72.0,7.8,7.0,5.0
2021-05-04,11.9,9.9,7.8,27.4,14.3,3.2,37.0,1005.3,,100.0,96.3,87.0,7.8,6.8,5.0
2021-05-05,12.1,8.3,4.4,29.0,18.0,9.7,47.0,1010.9,,87.0,72.6,58.0,7.8,5.7,2.2
2021-05-06,14.4,8.3,2.2,25.7,12.7,3.2,36.0,1017.7,,81.0,61.0,41.0,2.8,1.4,-1.1
2021-05-07,10.1,5.9,1.6,16.1,9.7,0.0,,1014.7,,87.0,68.2,46.0,3.9,1.6,-2.2
2021-05-08,15.4,8.9,2.4,32.2,14.3,0.0,45.0,1013.9,,93.0,66.2,36.0,5.0,2.8,-2.2
2021-05-09,12.0,6.7,1.4,14.5,8.4,3.2,31.0,1015.1,,93.0,67.1,40.0,5.0,1.9,-2.8
2021-05-10,13.7,7.7,1.6,37.0,19.6,8.0,51.0,1015.2,,70.0,53.6,41.0,3.9,0.6,-2.8
2021-05-11,10.7,5.6,0.4,33.8,23.5,11.3,55.0,1020.0,,81.0,59.2,41.0,2.2,0.1,-1.1
2021-05-12,17.9,11.2,4.4,24.1,16.9,11.3,48.0,1025.2,,76.0,43.3,19.0,2.8,-0.9,-6.1
2021-05-13,20.3,13.4,6.5,19.3,12.2,4.8,40.0,1025.3,,62.0,42.8,34.0,5.0,0.7,-2.8
2021-05-14,21.2,13.9,6.5,22.5,12.1,4.8,36.0,1024.0,,76.0,56.6,28.0,6.1,3.2,-1.1
2021-05-15,21.8,14.2,6.6,12.9,6.9,0.0,43.0,1023.2,,71.0,51.5,28.0,5.0,3.3,1.1
2021-05-16,22.6,15.6,8.5,27.4,8.0,0.0,32.0,1022.9,,82.0,58.2,37.0,7.8,5.9,2.8
2021-05-17,23.7,16.1,8.4,12.9,6.9,0.0,31.0,1023.9,,82.0,64.0,38.0,10.0,7.7,6.1
2021-05-18,27.9,20.2,12.4,20.9,9.5,0.0,33.0,1025.1,,82.0,64.5,43.0,11.1,9.3,7.8
2021-05-19,28.0,20.2,12.3,12.9,8.9,0.0,,1026.3,,77.0,50.8,36.0,12.2,9.7,7.8
2021-05-20,29.9,23.2,16.4,16.1,8.7,0.0,,1027.0,,82.0,58.3,47.0,13.9,11.3,8.9
2021-05-21,31.7,23.7,15.7,16.1,7.7,0.0,41.0,1027.2,,88.0,65.8,40.0,15.0,13.8,12.2
2021-05-22,27.6,23.5,19.4,29.0,14.6,3.2,42.0,1022.8,,94.0,69.9,48.0,18.9,16.1,13.9
2021-05-23,25.0,19.7,14.3,25.7,16.3,4.8,44.0,1018.3,,94.0,72.2,43.0,18.9,14.9,8.9
2021-05-24,21.0,16.8,12.5,22.5,17.2,3.2,,1022.4,,77.0,61.3,51.0,11.1,7.1,3.9
2021-05-25,33.3,23.4,13.5,25.7,10.1,0.0,58.0,1015.1,,83.0,69.7,59.0,17.8,12.1,6.1
2021-05-26,25.4,17.7,10.0,38.6,19.3,4.8,56.0,1011.0,,94.0,74.7,52.0,17.8,14.5,6.1
2021-05-27,18.7,13.4,8.1,20.9,15.6,4.8,39.0,1019.6,,71.0,52.0,27.0,7.2,3.2,-5.0
2021-05-28,9.9,6.0,2.0,45.1,27.0,9.7,42.0,1020.8,,93.0,76.6,50.0,5.0,2.0,-1.1
2021-05-29,15.8,9.8,3.8,35.4,17.1,3.2,42.0,1021.0,,62.0,45.6,41.0,2.8,-0.3,-3.9
2021-05-30,19.1,12.7,6.2,24.1,8.7,0.0,41.0,1024.2,,67.0,53.7,42.0,7.2,2.9,0.0
2021-05-31,24.4,15.7,7.0,25.7,13.8,0.0,40.0,1023.5,,81.0,59.5,35.0,7.8,5.9,2.8
2021-06-01,25.7,20.1,14.4,25.7,12.1,0.0,48.0,1021.5,,82.0,67.2,41.0,10.0,8.6,7.2
2021-06-02,25.3,19.1,12.8,14.5,7.2,0.0,,1019.2,,94.0,71.8,46.0,12.2,10.1,8.9
2021-06-03,22.2,18.5,14.8,14.5,9.8,0.0,,1011.8,,100.0,96.0,83.0,16.1,14.2,12.8
2021-06-04,28.2,22.0,15.7,22.5,7.7,0.0,37.0,1009.9,,100.0,91.8,73.0,16.1,13.9,12.8
2021-06-05,32.5,26.1,19.6,35.4,15.4,0.0,60.0,1009.5,,94.0,67.2,40.0,15.0,13.1,12.2
2021-06-06,33.8,26.7,19.6,27.4,12.2,3.2,47.0,1012.9,,88.0,71.8,60.0,16.1,13.5,12.2
2021-06-07,31.8,25.7,19.6,27.4,10.0,0.0,45.0,1014.3,,88.0,77.5,65.0,20.0,15.4,12.8
2021-06-08,26.5,23.7,20.9,11.3,4.2,0.0,,1016.1,,100.0,97.8,83.0,22.8,18.5,15.0
2021-06-09,29.4,24.5,19.5,14.5,8.0,3.2,,1017.1,,100.0,90.9,61.0,21.1,17.8,16.1
2021-06-10,25.3,21.5,17.6,33.8,22.2,12.9,36.0,1017.3,,69.0,54.7,46.0,16.1,10.6,7.8
2021-06-11,25.3,21.3,17.3,33.8,23.3,14.5,31.0,1012.6,,82.0,63.6,52.0,13.9,11.4,7.8
2021-06-12,25.4,21.3,17.2,16.1,9.7,0.0,31.0,1011.3,,73.0,58.3,44.0,12.8,11.7,10.0
2021-06-13,29.1,22.9,16.7,19.3,10.6,0.0,41.0,1009.4,,83.0,67.0,47.0,16.1,14.4,12.2
2021-06-14,25.0,20.3,15.6,24.1,13.7,4.8,47.0,1008.4,,94.0,78.7,56.0,16.1,14.5,11.1
2021-06-15,22.5,17.7,12.9,32.2,20.0,9.7,55.0,1011.6,,82.0,49.7,27.0,13.9,7.5,1.1
2021-06-16,22.3,16.4,10.5,25.7,16.7,9.7,45.0,1016.0,,51.0,36.8,20.0,5.0,2.2,-2.2
2021-06-17,26.3,17.8,9.2,22.5,15.6,3.2,39.0,1014.9,,77.0,58.8,48.0,12.8,9.2,3.9
2021-06-18,24.9,21.5,18.0,29.0,12.6,0.0,49.0,1008.6,,100.0,87.7,72.0,17.8,15.6,12.2
2021-06-19,30.9,23.2,15.4,32.2,12.7,3.2,50.0,1005.8,,100.0,77.8,33.0,17.8,14.9,11.1
2021-06-20,27.1,20.6,14.0,22.5,11.7,3.2,,1006.5,,94.0,79.5,68.0,17.2,15.1,12.8
2021-06-21,29.7,20.7,11.6,46.7,17.1,0.0,68.0,999.6,,100.0,84.9,54.0,20.0,16.5,7.8
2021-06-22,19.5,14.8,10.0,25.7,17.4,4.8,44.0,1011.4,,77.0,60.1,30.0,7.8,6.1,2.2
2021-06-23,23.7,16.3,8.8,22.5,13.8,3.2,40.0,1019.4,,88.0,68.6,46.0,12.8,10.1,5.0
2021-06-24,28.1,22.0,15.9,20.9,7.9,0.0,53.0,1020.2,,88.0,68.1,47.0,13.9,13.3,12.2
2021-06-25,25.8,22.3,18.8,19.3,11.3,0.0,31.0,1017.6,,100.0,83.2,60.0,17.2,15.8,12.8
2021-06-26,27.5,23.3,19.0,20.9,11.9,0.0,51.0,1013.1,,100.0,96.2,83.0,18.9,16.8,15.0
2021-06-27,31.3,27.5,23.7,27.4,13.7,4.8,58.0,1013.1,,94.0,83.9,73.0,17.8,16.4,15.0
2021-06-28,32.2,27.0,21.7,24.1,8.4,0.0,42.0,1018.3,,100.0,89.0,49.0,21.1,17.7,16.1
2021-06-29,32.5,26.8,21.1,35.4,7.4,0.0,64.0,1019.7,,100.0,93.9,74.0,23.9,19.6,16.1
2021-06-30,28.0,23.4,18.8,32.2,10.0,0.0,58.0,1014.8,,100.0,88.6,58.0,20.0,18.1,16.1
2021-07-01,26.3,21.3,16.3,27.4,9.7,3.2,45.0,1011.7,,94.0,79.4,61.0,17.8,16.7,13.9
2021-07-02,24.7,20.2,15.7,59.5,19.2,4.8,44.0,1011.4,,100.0,79.8,53.0,17.2,14.7,12.2
2021-07-03,25.7,19.8,13.9,19.3,8.7,0.0,,1010.4,,88.0,76.8,64.0,16.1,14.7,12.8
2021-07-04,25.0,20.6,16.2,25.7,11.6,0.0,,1012.3,,94.0,85.2,68.0,17.8,16.6,13.9
2021-07-05,32.3,25.5,18.7,29.0,13.2,3.2,44.0,1012.3,,88.0,81.7,74.0,21.1,18.7,16.1
2021-07-06,32.3,27.5,22.6,27.4,15.8,4.8,58.0,1011.7,,94.0,63.6,40.0,22.2,19.0,17.2
2021-07-07,24.4,20.4,16.3,29.0,20.9,4.8,36.0,1014.5,,94.0,84.3,69.0,18.9,16.9,13.9
2021-07-08,18.7,16.9,15.1,33.8,18.8,3.2,,1012.1,,100.0,94.2,77.0,17.8,16.1,12.8
2021-07-09,19.5,17.7,15.8,20.9,7.7,0.0,39.0,1012.8,,100.0,94.8,83.0,18.9,17.7,15.0
2021-07-10,23.6,18.3,13.0,16.1,10.3,0.0,,1017.6,,83.0,73.8,53.0,17.2,14.4,12.2
2021-07-11,21.1,18.6,16.1,22.5,17.5,8.0,,1017.0,,94.0,87.3,73.0,18.9,17.6,15.0
2021-07-12,25.0,21.9,18.7,25.7,18.8,11.3,36.0,1019.0,,94.0,84.7,69.0,18.9,18.1,17.2
2021-07-13,26.9,23.3,19.7,24.1,14.0,0.0,39.0,1017.1,,100.0,92.5,78.0,22.2,20.9,18.9
2021-07-14,29.5,24.4,19.3,20.9,12.6,0.0,,1017.3,,100.0,87.8,70.0,21.1,20.3,18.9
2021-07-15,30.0,24.9,19.7,32.2,14.0,0.0,61.0,1014.1,,100.0,89.3,78.0,22.2,21.0,18.9
2021-07-16,24.6,21.6,18.6,16.1,9.8,3.2,,1016.5,,88.0,79.2,69.0,18.9,17.3,16.1
2021-07-17,22.0,20.4,18.8,24.1,15.3,4.8,35.0,1018.0,,94.0,83.6,64.0,18.9,17.3,13.9
2021-07-18,29.4,23.8,18.1,24.1,8.7,0.0,39.0,1018.3,,94.0,73.8,42.0,20.0,17.3,13.9
2021-07-19,29.2,24.2,19.1,19.3,13.0,3.2,39.0,1016.7,,88.0,67.7,55.0,21.1,18.4,16.1
2021-07-20,29.5,23.1,19.0,35.4,13.8,3.2,,1013.6,,94.0,32.1,0.0,21.1,-3.5,-17.8
2021-07-21,24.8,19.9,14.9,20.9,15.1,8.0,41.0,1016.5,,77.0,22.8,0.0,13.9,-5.0,-17.8
2021-07-22,26.1,19.8,13.5,20.9,12.9,8.0,33.0,1020.9,,73.0,58.7,36.0,17.2,12.4,7.8
2021-07-23,26.1,20.4,14.7,16.1,10.1,3.2,45.0,1021.1,,88.0,64.9,50.0,18.9,14.2,10.0
2021-07-24,22.8,20.5,18.1,25.7,12.7,0.0,40.0,1014.2,,100.0,89.3,73.0,21.1,19.7,17.2
2021-07-25,30.0,24.2,18.4,27.4,16.1,4.8,41.0,1009.4,,100.0,76.2,42.0,22.2,18.7,13.9
2021-07-26,30.4,23.5,16.6,16.1,9.8,0.0,44.0,1012.5,,88.0,64.5,42.0,21.1,17.1,13.9
2021-07-27,26.1,21.4,16.6,20.9,7.7,0.0,45.0,1014.1,,100.0,84.0,69.0,20.0,18.2,16.1
2021-07-28,24.0,20.5,17.0,22.5,14.3,4.8,,1017.1,,94.0,83.4,69.0,18.9,17.7,16.1
2021-07-29,27.2,22.8,18.4,20.9,10.0,0.0,38.0,1009.4,,100.0,89.8,74.0,21.1,19.3,17.2
2021-07-30,20.1,16.7,13.2,32.2,17.2,9.7,50.0,1014.8,,83.0,50.2,0.0,17.2,4.4,-17.8
2021-07-31,21.5,16.3,11.0,22.5,11.3,0.0,32.0,1015.0,,78.0,63.7,0.0,16.1,10.8,-17.8
2021-08-01,21.0,17.9,16.0,22.5,14.2,4.8,,1011.1,,83.0,74.5,60.0,17.2,14.3,12.8
2021-08-02,24.9,19.0,13.1,19.3,13.2,3.2,32.0,1017.1,,82.0,62.3,38.0,16.1,12.2,7.8
2021-08-03,27.3,20.5,13.6,19.3,10.9,0.0,35.0,1017.9,,88.0,69.4,57.0,18.9,15.1,11.1
2021-08-04,27.4,21.5,15.6,12.9,9.7,3.2,,1019.1,,83.0,67.0,42.0,17.8,15.0,12.2
2021-08-05,27.8,21.3,14.8,12.9,7.9,0.0,,1018.9,,94.0,79.0,54.0,20.0,18.2,16.1
2021-08-06,29.3,23.6,17.9,22.5,10.5,0.0,40.0,1017.2,,94.0,78.0,51.0,21.1,19.2,17.2
2021-08-07,27.9,23.7,19.5,19.3,8.4,0.0,,1015.2,,94.0,81.9,61.0,21.1,19.8,17.8
2021-08-08,28.0,23.4,18.7,14.5,8.5,0.0,,1015.6,,100.0,89.1,74.0,22.8,21.3,18.9
2021-08-09,30.9,26.5,22.0,20.9,9.2,0.0,39.0,1016.3,,100.0,85.0,70.0,23.9,22.6,21.1
2021-08-10,28.3,25.9,23.4,29.0,13.2,0.0,37.0,1012.7,,100.0,87.9,78.0,23.9,22.8,22.2
2021-08-11,32.0,27.2,22.3,41.8,18.8,3.2,56.0,1010.4,,100.0,86.3,74.0,23.9,22.4,20.0
2021-08-12,30.1,26.0,21.8,29.0,16.3,8.0,41.0,1011.2,,94.0,86.8,78.0,22.2,21.1,20.0
2021-08-13,30.1,24.9,19.6,25.7,14.2,0.0,36.0,1014.2,,100.0,86.0,44.0,22.2,20.2,10.0
2021-08-14,25.5,20.3,15.1,22.5,14.2,4.8,37.0,1021.1,,60.0,48.8,34.0,12.2,10.4,7.8
2021-08-15,23.5,18.4,13.2,24.1,14.0,8.0,32.0,1024.4,,78.0,61.2,50.0,15.0,12.1,8.9
2021-08-16,25.0,19.8,14.6,29.0,19.8,4.8,33.0,1020.8,,83.0,76.3,68.0,18.9,16.7,13.9
2021-08-17,27.4,24.2,20.9,14.5,9.5,3.2,,1017.4,,94.0,84.5,74.0,22.2,21.2,20.0
2021-08-18,27.9,24.1,20.2,22.5,13.5,0.0,,1018.5,,100.0,91.8,83.0,22.8,22.1,21.1
2021-08-19,31.4,25.9,20.3,19.3,9.5,3.2,35.0,1016.1,,88.0,72.4,39.0,22.2,19.6,12.2
2021-08-20,30.6,24.7,18.8,16.1,9.0,0.0,,1014.0,,88.0,73.5,58.0,22.2,19.4,16.1
2021-08-21,29.9,26.2,22.5,14.5,9.2,0.0,,1012.1,,83.0,76.5,69.0,22.8,20.8,18.9
2021-08-22,31.5,25.8,20.0,14.5,7.4,0.0,33.0,1011.9,,88.0,74.5,61.0,22.8,20.6,18.9
2021-08-23,32.3,26.8,21.2,19.3,13.8,4.8,34.0,1011.1,,83.0,70.3,48.0,23.9,20.9,17.2
2021-08-24,33.7,26.5,19.2,20.9,10.1,3.2,53.0,1014.0,,89.0,75.9,55.0,22.8,20.4,18.9
2021-08-25,31.9,27.3,22.6,24.1,10.5,0.0,35.0,1016.6,,94.0,83.8,61.0,23.9,22.6,18.9
2021-08-26,32.7,27.1,21.4,33.8,13.2,4.8,55.0,1018.4,,94.0,73.5,0.0,22.8,20.1,-17.8
2021-08-27,26.6,23.4,20.1,33.8,18.5,0.0,39.0,1020.6,,73.0,62.7,0.0,18.9,15.6,-17.8
2021-08-28,27.8,23.4,19.0,25.7,15.8,0.0,64.0,1020.6,,100.0,81.3,68.0,22.2,19.7,15.0
2021-08-29,31.5,26.6,21.6,32.2,12.4,0.0,44.0,1015.4,,100.0,85.6,0.0,23.9,21.5,-17.8
2021-08-30,29.1,23.4,17.6,29.0,17.4,8.0,47.0,1010.5,,94.0,68.2,37.0,22.2,17.7,12.2
2021-08-31,25.6,21.1,16.6,19.3,11.9,4.8,39.0,1010.1,,83.0,62.3,47.0,16.1,14.2,11.1
2021-09-01,24.2,19.9,15.5,29.0,17.9,0.0,41.0,1012.0,,68.0,56.7,36.0,13.9,11.3,7.2
2021-09-02,21.5,16.9,12.3,29.0,16.9,4.8,50.0,1017.0,,72.0,52.2,40.0,10.0,7.9,5.0
2021-09-03,23.7,18.0,12.2,14.5,10.9,4.8,,1020.0,,82.0,64.9,43.0,13.9,11.6,7.8
2021-09-04,24.3,19.2,14.1,12.9,9.5,3.2,32.0,1015.1,,82.0,70.4,57.0,17.2,15.1,11.1
2021-09-05,26.2,20.8,15.4,48.3,17.4,4.8,55.0,1006.3,,94.0,73.0,39.0,18.9,16.0,11.1
2021-09-06,23.4,18.5,13.5,35.4,19.8,4.8,66.0,1009.2,,88.0,63.6,0.0,15.0,9.9,-17.8
2021-09-07,26.0,19.3,12.5,45.1,13.2,0.0,65.0,1010.5,,94.0,81.4,57.0,18.9,15.9,12.2
2021-09-08,25.6,20.0,14.4,41.8,18.8,9.7,52.0,1004.2,,94.0,80.8,42.0,18.9,16.2,12.2
2021-09-09,21.5,17.2,12.9,22.5,16.1,9.7,45.0,1009.3,,88.0,63.4,0.0,13.9,9.9,-17.8
2021-09-10,23.8,17.9,12.0,16.1,11.4,3.2,44.0,1015.7,,82.0,68.1,53.0,13.9,11.9,10.0
2021-09-11,26.1,19.5,12.8,29.0,14.6,3.2,59.0,1015.0,,94.0,76.9,68.0,17.2,14.3,10.0
2021-09-12,23.7,19.8,15.9,12.9,7.6,3.2,37.0,1013.5,,100.0,77.5,36.0,17.2,14.0,7.2
2021-09-13,23.7,17.9,12.1,19.3,9.7,0.0,34.0,1018.1,,94.0,77.3,64.0,15.0,13.1,11.1
2021-09-14,27.9,22.0,16.0,35.4,15.1,3.2,67.0,1011.9,,94.0,86.9,72.0,18.9,16.3,12.2
2021-09-15,21.9,18.6,15.2,22.5,10.1,0.0,,1012.8,,100.0,82.6,0.0,18.9,14.6,-17.8
2021-09-16,22.6,18.0,13.4,16.1,12.1,0.0,,1022.0,,94.0,79.1,72.0,17.2,14.6,12.2
2021-09-17,26.0,19.8,13.6,12.9,9.2,0.0,,1020.1,,100.0,88.2,73.0,20.0,18.1,16.1
2021-09-18,23.5,18.0,12.4,20.9,10.9,3.2,40.0,1020.3,,100.0,68.9,0.0,18.9,13.2,-17.8
2021-09-19,20.9,15.7,10.4,24.1,15.3,4.8,,1023.6,,77.0,66.7,59.0,13.9,11.4,7.8
2021-09-20,23.3,16.8,10.2,27.4,15.6,3.2,,1021.3,,88.0,79.8,59.0,18.9,15.8,10.0
2021-09-21,25.3,22.2,19.1,24.1,12.2,0.0,48.0,1018.2,,94.0,85.3,0.0,18.9,17.7,-17.8
2021-09-22,19.4,15.8,12.1,37.0,17.7,0.0,60.0,1011.3,,100.0,92.5,0.0,18.9,15.6,-17.8
2021-09-23,19.3,15.7,12.0,46.7,19.2,0.0,50.0,1007.6,,100.0,82.9,0.0,16.1,11.9,-17.8
2021-09-24,16.8,13.8,10.7,40.2,25.1,0.0,41.0,1012.4,,94.0,78.5,0.0,12.8,10.2,-17.8
2021-09-25,21.0,14.8,8.6,33.8,18.2,3.2,50.0,1013.0,,100.0,80.0,68.0,15.0,12.8,10.0
2021-09-26,20.5,13.7,6.9,27.4,14.3,0.0,40.0,1012.3,,77.0,66.9,49.0,12.2,9.4,7.2
2021-09-27,24.3,19.3,14.2,22.5,10.9,0.0,45.0,1008.0,,94.0,80.9,61.0,16.1,14.5,12.8
2021-09-28,16.9,13.0,9.0,19.3,11.9,3.2,40.0,1014.5,,82.0,60.1,37.0,13.9,7.1,2.8
2021-09-29,20.5,14.7,8.8,22.5,14.0,9.7,37.0,1018.3,,82.0,59.5,36.0,11.1,7.3,1.1
2021-09-30,15.4,12.5,9.5,14.5,8.9,0.0,,1023.3,,76.0,61.2,0.0,7.8,5.7,-17.8
2021-10-01,20.9,14.0,7.0,14.5,7.9,0.0,,1023.7,,94.0,74.3,59.0,13.9,10.1,7.2
2021-10-02,25.6,19.4,13.1,24.1,12.1,3.2,35.0,1016.7,,94.0,82.6,68.0,17.2,14.0,11.1
2021-10-03,19.9,17.7,15.5,37.0,16.4,0.0,34.0,1011.6,,100.0,95.8,77.0,17.2,16.2,13.9
2021-10-04,16.0,15.2,14.4,33.8,19.8,9.7,,1014.5,,100.0,94.7,88.0,15.0,14.1,13.9
2021-10-05,18.0,16.2,14.4,14.5,11.1,8.0,,1023.4,,94.0,89.6,82.0,15.0,14.2,13.9
2021-10-06,18.4,16.3,14.1,20.9,12.9,4.8,,1027.4,,100.0,90.6,82.0,16.1,14.8,13.9
2021-10-07,19.9,17.4,14.9,19.3,12.9,4.8,,1024.0,,94.0,90.1,88.0,17.2,16.0,15.0
2021-10-08,20.4,17.5,14.5,33.8,21.7,8.0,,1019.8,,94.0,85.8,77.0,17.2,15.8,13.9
2021-10-09,20.2,18.5,16.8,24.1,8.5,0.0,,1017.0,,100.0,91.2,0.0,17.8,16.8,-17.8
2021-10-10,20.8,18.6,16.4,20.9,11.6,4.8,,1016.8,,94.0,89.5,78.0,17.2,16.6,16.1
2021-10-11,22.3,19.5,16.7,20.9,11.9,4.8,,1014.8,,94.0,88.0,83.0,17.8,16.9,16.1
2021-10-12,22.3,19.4,16.5,19.3,10.9,0.0,35.0,1013.7,,94.0,87.5,78.0,17.8,16.9,15.0
2021-10-13,21.7,18.2,14.6,20.9,12.2,3.2,39.0,1014.2,,94.0,87.0,78.0,17.2,16.9,16.1
2021-10-14,21.8,17.4,12.9,20.9,7.7,0.0,,1013.6,,100.0,91.1,83.0,17.8,16.7,13.9
2021-10-15,19.4,16.9,14.3,24.1,9.8,0.0,33.0,1009.9,,100.0,91.2,68.0,17.8,15.7,12.8
2021-10-16,15.1,11.6,8.0,48.3,20.4,4.8,63.0,1005.6,,94.0,82.7,59.0,16.1,11.0,7.2
2021-10-17,15.1,11.1,7.0,37.0,24.1,12.9,58.0,1010.9,,82.0,67.3,36.0,7.8,5.8,0.0
2021-10-18,14.2,9.2,4.1,22.5,15.3,9.7,39.0,1015.4,,82.0,67.2,48.0,7.2,4.3,2.8
2021-10-19,21.1,12.6,4.1,22.5,15.0,8.0,43.0,1016.5,,87.0,67.6,35.0,10.0,7.3,3.9
2021-10-20,19.5,14.8,10.1,24.1,12.7,3.2,36.0,1016.0,,94.0,81.3,63.0,13.9,12.0,7.8
2021-10-21,17.5,12.9,8.3,33.8,16.1,0.0,55.0,1008.7,,100.0,91.7,76.0,15.0,13.6,7.2
2021-10-22,9.3,6.8,4.3,33.8,15.3,0.0,51.0,1014.5,,82.0,70.2,57.0,7.2,2.5,1.1
2021-10-23,9.6,6.2,2.8,20.9,8.9,0.0,,1016.4,,81.0,68.3,58.0,5.0,2.0,-1.1
2021-10-24,13.3,7.8,2.3,19.3,9.0,0.0,,1017.5,,87.0,74.8,66.0,7.2,5.6,3.9
2021-10-25,8.8,6.8,4.7,49.9,28.8,11.3,47.0,1012.0,,94.0,90.3,82.0,8.9,6.9,3.9
2021-10-26,7.8,6.3,4.7,25.7,19.3,12.9,55.0,1010.2,,93.0,86.7,81.0,7.2,5.2,3.9
2021-10-27,16.1,11.7,7.2,22.5,12.4,3.2,,1015.2,,87.0,74.3,55.0,7.8,6.9,5.0
2021-10-28,10.1,7.6,5.1,46.7,30.9,11.3,41.0,1013.7,,82.0,76.8,62.0,7.8,6.1,3.9
2021-10-29,13.5,11.0,8.5,46.7,34.8,22.5,48.0,1007.3,,94.0,84.4,67.0,11.1,8.7,6.1
2021-10-30,9.6,8.8,8.0,35.4,23.8,8.0,40.0,1002.9,,100.0,93.3,87.0,10.0,8.2,7.8
2021-10-31,15.1,11.0,6.8,48.3,19.5,0.0,54.0,1003.6,,100.0,79.1,59.0,10.0,8.1,6.1
2021-11-01,10.4,6.7,3.0,40.2,29.8,20.9,59.0,1017.3,,71.0,59.5,43.0,2.8,0.8,-2.2
2021-11-02,8.9,4.5,0.1,35.4,23.5,11.3,49.0,1020.8,,75.0,64.0,43.0,1.1,-0.2,-2.2
2021-11-03,7.6,3.0,-1.6,22.5,14.2,3.2,33.0,1025.0,,87.0,67.1,43.0,0.0,-1.6,-3.9
2021-11-04,8.5,3.8,-1.0,16.1,9.5,3.2,,1026.7,,81.0,66.7,49.0,1.1,-1.0,-2.8
2021-11-05,10.2,3.5,-3.2,32.2,13.0,3.2,,1028.5,,81.0,62.3,40.0,1.1,-1.3,-2.8
2021-11-06,11.6,5.9,0.2,24.1,14.0,0.0,32.0,1026.0,,81.0,64.6,47.0,3.9,1.2,-2.2
2021-11-07,16.4,9.3,2.1,25.7,12.9,4.8,38.0,1020.4,,87.0,74.2,58.0,10.0,5.8,2.2
2021-11-08,19.1,11.2,3.3,25.7,10.5,0.0,40.0,1019.6,,100.0,83.3,63.0,12.2,7.8,5.0
2021-11-09,14.0,10.4,6.8,19.3,9.7,0.0,,1019.7,,94.0,80.7,63.0,10.0,7.9,6.1
2021-11-10,13.0,7.3,1.5,19.3,11.1,0.0,33.0,1022.2,,93.0,70.6,47.0,7.8,3.8,0.0
2021-11-11,13.5,9.8,6.1,46.7,31.5,8.0,47.0,1015.7,,82.0,71.6,62.0,8.9,5.3,1.1
2021-11-12,12.4,8.5,4.5,41.8,24.3,8.0,57.0,1008.8,,94.0,75.9,50.0,11.1,6.2,1.1
2021-11-13,7.6,5.1,2.5,40.2,25.7,11.3,48.0,1007.0,,81.0,66.5,53.0,3.9,0.2,-2.2
2021-11-14,4.8,2.9,1.0,35.4,19.3,3.2,39.0,1007.6,,93.0,86.2,66.0,2.8,1.7,0.0
2021-11-15,5.8,2.8,-0.2,32.2,20.9,14.5,42.0,1011.0,,93.0,82.3,53.0,2.2,0.3,-2.8
2021-11-16,5.9,2.5,-0.9,33.8,18.2,3.2,43.0,1019.7,,87.0,72.8,53.0,1.1,-0.7,-2.8
2021-11-17,16.9,9.6,2.3,41.8,18.0,9.7,61.0,1014.0,,94.0,83.2,70.0,11.1,6.1,-2.2
2021-11-18,15.1,8.1,1.1,49.9,27.0,14.5,59.0,1013.3,,100.0,77.2,49.0,12.2,5.1,-2.8
2021-11-19,6.1,2.8,-0.6,37.0,26.2,14.5,46.0,1026.1,,75.0,61.4,34.0,0.0,-3.1,-7.8
2021-11-20,5.9,3.1,0.3,29.0,15.1,0.0,36.0,1027.2,,76.0,67.6,61.0,2.2,-0.3,-2.8
2021-11-21,8.0,4.6,1.1,38.6,19.2,3.2,69.0,1016.6,,100.0,87.1,70.0,6.1,3.9,1.1
2021-11-22,3.8,0.5,-2.9,53.1,33.0,14.5,63.0,1013.6,,81.0,66.2,48.0,3.9,-3.7,-7.8
2021-11-23,3.9,-0.3,-4.4,29.0,16.1,4.8,40.0,1020.7,,80.0,63.5,41.0,-2.8,-5.4,-8.9
2021-11-24,8.7,3.0,-2.8,27.4,15.3,4.8,,1022.4,,81.0,73.8,64.0,3.9,0.4,-6.1
2021-11-25,7.5,5.6,3.6,27.4,10.6,3.2,40.0,1012.9,,100.0,94.3,76.0,6.1,5.3,2.2
2021-11-26,3.6,0.6,-2.4,51.5,33.0,19.3,64.0,1010.7,0.0,81.0,69.0,60.0,2.2,-4.2,-7.8
2021-11-27,1.4,-1.0,-3.4,32.2,13.8,0.0,39.0,1014.8,,74.0,62.0,52.0,-6.1,-6.8,-7.8
2021-11-28,-1.0,-2.5,-3.9,38.6,19.6,4.8,,1009.9,10.0,93.0,87.8,69.0,-1.1,-2.3,-5.0
2021-11-29,0.4,-3.9,-8.1,19.3,8.5,0.0,,1016.1,100.0,87.0,78.7,60.0,-1.1,-4.0,-7.8
2021-11-30,2.8,-1.1,-5.0,27.4,12.4,0.0,44.0,1011.9,80.0,100.0,85.0,64.0,1.1,-0.9,-6.1
2021-12-01,5.0,2.1,-0.8,27.4,17.4,8.0,39.0,1016.2,20.0,81.0,72.5,61.0,2.2,-0.4,-2.8
