date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2019-12-29,1.1,0.1,2,7.8,,82.9,27.5,55,1017.4,
2019-12-30,5.6,1,10.2,8,,143.2,31.9,80,1001.6,
2019-12-31,0.4,-1.5,2.3,2,10,207.2,23.8,54,1000.2,
2020-01-01,-1.7,-3.2,-0.2,0,0,224.6,16,42,1006.4,
2020-01-02,3,-0.5,6.4,0,0,182.9,23.2,46,1005.1,
2020-01-03,4.6,2.3,6.8,0,,225.2,15,35,1007.4,
2020-01-04,0.9,-0.7,2.5,1.6,20,359.9,17.1,45,1009,
2020-01-05,-0.8,-2.8,1.3,3.6,0,246.2,19.2,45,1014,
2020-01-06,-1.7,-5.2,1.8,0,40,242.5,21.1,61,1011.2,
2020-01-07,-0.8,-5.5,4,0,20,179.6,15.6,39,1013.3,
2020-01-08,-5.1,-9.4,-0.7,2,20,290.3,26.1,65,1019.8,
2020-01-09,-4.9,-11.7,2,0.2,10,97.5,16.5,48,1033.8,
2020-01-10,4.5,1.4,7.5,1.8,0,170.6,19.2,58,1022.1,
2020-01-11,6.8,1.7,11.9,59,,94.8,17.8,42,1011.6,
2020-01-12,-2.3,-6.2,1.7,17.6,10,344.5,21.2,58,1021,
2020-01-13,-1.7,-5,1.7,0.4,0,106.7,15.6,39,1028.1,
2020-01-14,1.4,-0.2,2.9,0,0,109.7,17.3,46,1021.8,
2020-01-15,2.6,0.8,4.3,0,,192.8,13.5,45,1019.9,
2020-01-16,-5,-11.7,1.7,0.2,0,333.4,22.8,55,1023.2,
2020-01-17,-11.5,-14.9,-8,0,,38.2,10.9,,1043.9,
2020-01-18,-2.8,-8.1,2.5,14.4,60,115.3,22.1,52,1016.8,
2020-01-19,-5.6,-11.6,0.4,1.6,160,325,18.9,46,1013.1,
2020-01-20,-10.4,-15.6,-5.2,0,130,319.6,11.6,32,1031.8,
2020-01-21,-5.8,-8.7,-2.8,0,120,209.7,14.6,35,1032.3,
2020-01-22,-3.6,-7.9,0.8,0,110,191.6,20.7,45,1027.6,
2020-01-23,-1.2,-4.6,2.3,0,70,140.3,13.3,,1025.9,
2020-01-24,1,-1.7,3.7,18.6,40,81.2,24.9,54,1022.2,
2020-01-25,2.6,1.5,3.6,8.6,10,125.3,18.5,55,1011.5,
2020-01-26,2,0.7,3.2,1,0,206.5,16.2,37,1006.2,
2020-01-27,0.6,-0.1,1.3,0,0,322.5,16.1,37,1008.2,
2020-01-28,-0.1,-1.9,1.8,0,0,304.7,19.8,37,1015,
2020-01-29,-4.9,-7.9,-1.9,0,,33.8,15.6,32,1024.1,
2020-01-30,-5.1,-8.3,-1.9,0,,75.1,18.4,33,1026,
2020-01-31,-2,-3.7,-0.2,0.8,0,117.5,9.5,,1024.2,
2020-02-01,-1.6,-4.1,1,1.4,0,173.6,16.1,32,1013.6,
2020-02-02,0,-2.1,2.1,4.2,20,172.2,15.9,32,999.3,
2020-02-03,3.1,0.4,5.7,0,20,295.5,15.8,52,1008.7,
2020-02-04,-1.2,-4.7,2.3,0,,12.8,15.6,54,1012.5,
2020-02-05,-5.6,-8.2,-3,0.6,10,26.5,17.9,54,1020.6,
2020-02-06,-4.5,-5.5,-3.5,6.4,30,50.8,26.4,41,1004.4,
2020-02-07,-6.8,-9.2,-4.3,1.8,80,355.4,23.5,52,999.8,
2020-02-08,-11,-14.9,-7.1,0,90,83.3,12.7,,1022.4,
2020-02-09,-5,-10.6,0.6,8.4,50,116.8,17,45,1026.7,
2020-02-10,1.6,0.2,2.9,0.2,110,98.5,15.8,,1017,
2020-02-11,-0.1,-2.3,2.1,0,70,266.2,13.3,45,1015.9,
2020-02-12,-1.6,-4.6,1.5,0.4,30,199.9,18,42,1017.7,
2020-02-13,-8.7,-17.1,-0.2,4,60,347.6,15.7,52,1011.3,
2020-02-14,-14.9,-20.6,-9.2,0,70,100,16.7,35,1033.2,
2020-02-15,-5.8,-11.9,0.3,0.2,30,185.8,24.6,58,1026.6,
2020-02-16,0.1,-2.8,3,0,20,247.2,15.6,42,1017.5,
2020-02-17,-3.1,-6,-0.2,0,10,76.5,14.2,48,1025.7,
2020-02-18,1.9,-1.4,5.2,6.8,50,196.9,23.6,58,1014.8,
2020-02-19,-3.9,-7,-0.8,0,10,284.8,22.3,48,1028.1,
2020-02-20,-7.8,-11.4,-4.1,0,0,299.4,15.4,37,1034.1,
2020-02-21,-5,-10.5,0.6,0,,199.4,20.2,48,1030,
